Vissa EG-relaterade frågor ;Bilaga//NN|UTR|SIN|IND|NOM//ROOT//0 3//RG|NOM//nummod//0
Vissa EG-relaterade frågor ;Kommissionens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//ROOT//1 till//PP//case//3 regler//NN|UTR|PLU|IND|NOM//nmod//1 om//PP//case//5 normalskattesatsen//NN|UTR|SIN|DEF|NOM//nmod//3 och//KN//cc//7 reducerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//8 skattesatser//NN|UTR|PLU|IND|NOM//conj//5 (//PAD//punct//8 1987//RG|NOM//nummod//1 )//PAD//punct//1
Vissa EG-relaterade frågor ;Den//DT|UTR|SIN|DEF//det//2 5//RO|NOM//nummod//2 augusti//NN|UTR|SIN|IND|NOM//obl//4 1987//RG|NOM//nummod//2 skickade//VB|PRT|AKT//advcl//44 kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//4 ut//PL//compound:prt//4 en//DT|UTR|SIN|IND//det//8 ”//PAD//nmod//10 global//JJ|POS|UTR|SIN|IND|NOM//amod//10 communication//NN|UTR|SIN|IND|NOM//obj//4 ”//PAD//punct//10 COM(87//PM|NOM//compound:prt//4 )//PAD//punct//15 320//RG|NOM//nummod//15 final//NN|UTR|SIN|IND|NOM//appos//4 ,//MID//punct//15 Completion//PM|NOM//conj//15 of//UO//case//21 the//UO//det//21 internal//UO//amod//21 market//UO//nmod//17 ://MID//punct//17
Vissa EG-relaterade frågor ;approximation//UO//nsubj:pass//27 of//UO//case//26 indirect//UO//amod//26 tax//UO//nmod//23 rates//UO//conj//15 and//UO//cc//27 harmonization//UO//conj//27 of//UO//case//33 indirect//UO//amod//32 tax//UO//nmod//33 structure//UO//conj//27 .//MAD//punct//15
Vissa EG-relaterade frågor ;Utgångspunkten//NN|UTR|SIN|DEF|NOM//appos//15 för//PP//case//38 kommissionens//NN|UTR|SIN|DEF|GEN//nmod:poss//38 kommunikation//NN|UTR|SIN|IND|NOM//nmod//35 var//VB|PRT|AKT//cop//44 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//44 av//PP//case//42 kommissionen//NN|UTR|SIN|DEF|NOM//obl//44 tidigare//AB|KOM//advmod//44 publicerade//VB|PRT|AKT//ROOT//44 White//PM|NOM//amod//46 paper//UO//obj//44 on//UO//case//48 completing//UO//obl//44 the//UO//det//51 internal//UO//amod//51 market//UO//obj//44 of//UO//case//54 the//UO//det//54 Community//UO//nmod//51 ,//MID//punct//54  //_SP////55 COM(85//PM|NOM//nummod//51 )//PAD//punct//51 310//RG|NOM//nummod//60 final//NN|UTR|SIN|IND|NOM//appos//51 .//MAD//punct//44
Vissa EG-relaterade frågor ;I//PP//case//65 det//DT|NEU|SIN|DEF//det//65 sistnämnda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//65 dokumentet//NN|NEU|SIN|DEF|NOM//obl//68 hade//VB|PRT|AKT//aux//68 kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//68 uttalat//VB|SUP|AKT//conj//44 att//IE//mark//73 inom//PP//case//72 åtta//RG|NOM//nummod//72 år//NN|NEU|PLU|IND|NOM//obl//73 skulle//VB|PRT|AKT//advcl//68 ett//DT|NEU|SIN|IND//det//75 program//NN|NEU|SIN|IND|NOM//obj//73 för//PP//mark//78 att//IE//mark//78 avveckla//VB|INF|AKT//acl//75 unionens//NN|UTR|SIN|DEF|GEN//nmod:poss//80 gränser//NN|UTR|PLU|IND|NOM//obj//78 (//PAD//punct//68 skapa//VB|INF|AKT//parataxis//68 en//DT|UTR|SIN|IND//det//85 inre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//85 marknad//NN|UTR|SIN|IND|NOM//obj//82 )//PAD//punct//68 vara//VB|INF|AKT//aux:pass//88 upprättat//PC|PRF|NEU|SIN|IND|NOM//conj//44 och//KN//cc//90 infört//VB|SUP|AKT//conj//88 .//MAD//punct//44
Vissa EG-relaterade frågor ;Kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//1 menade//VB|PRT|AKT//ROOT//1 att//SN//mark//26 en//DT|UTR|SIN|IND//det//4 utgångspunkt//NN|UTR|SIN|IND|NOM//nsubj//26 för//PP//case//6 åtgärder//NN|UTR|PLU|IND|NOM//nmod//4 som//HP|-|-|-//nsubj//8 hade//VB|PRT|AKT//acl:relcl//6 till//PP//case//10 syfte//NN|NEU|SIN|IND|NOM//obj//8 att//IE//mark//12 närma//VB|INF|AKT//xcomp//8 både//KN//cc//14 skattesatsernas//NN|UTR|PLU|DEF|GEN//nmod:poss//15 nivå//NN|UTR|SIN|IND|NOM//obj//12 och//KN//cc//21 antalet//NN|NEU|SIN|DEF|NOM//nmod//18 skattesatser//NN|UTR|PLU|IND|NOM//nsubj//21 måste//VB|PRS|AKT//aux//21 vara//VB|INF|AKT//cop//21 situationen//NN|UTR|SIN|DEF|NOM//conj//6 i//PP//case//23 medlemsstaterna//NN|UTR|PLU|DEF|NOM//nmod//21 .//MAD//punct//4
Vissa EG-relaterade frågor ;Kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//26 konstaterade//VB|PRT|AKT//ccomp//1 att//IE//mark//34 med//PP//case//31 undantag//NN|NEU|SIN|IND|NOM//fixed//28 av//PP//fixed//28 Danmark//PM|NOM//obl//34 och//KN//cc//33 Storbritannien//PM|NOM//conj//31 tillämpade//VB|PRT|AKT//ccomp//26 länderna//NN|NEU|PLU|DEF|NOM//obj//34 mer//AB|KOM//advmod//39 än//KN//fixed//36 en//DT|UTR|SIN|IND//det//39 skattesats//NN|UTR|SIN|IND|NOM//obl//34 .//MAD//punct//1
Vissa EG-relaterade frågor ;Normalskattesatsen//NN|UTR|SIN|DEF|NOM//nsubj//42 skiljde//VB|PRT|AKT//conj//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//42 vid//PP//case//46 denna//DT|UTR|SIN|DEF//det//46 tidpunkt//NN|UTR|SIN|IND|NOM//obl//42 kraftigt//AB|POS//advmod//48 åt//PL//advmod//42 mellan//PP//case//50 medlemsländerna//NN|NEU|PLU|DEF|NOM//obl//48 .//MAD//punct//42
Vissa EG-relaterade frågor ;Spanien//PM|NOM//nsubj//55 och//KN//cc//54 Luxemburg//PM|NOM//conj//52 tillämpade//VB|PRT|AKT//conj//42 t.ex.//AB|AN//advmod//57 12//RG|NOM//nummod//58 procent//NN|UTR|PLU|IND|NOM//obj//55 medan//SN//mark//61 Irland//PM|NOM//nsubj//61 tillämpade//VB|PRT|AKT//advcl//55 25//RG|NOM//nummod//63 procent//NN|UTR|PLU|IND|NOM//obj//61 .//MAD//punct//42
Vissa EG-relaterade frågor ;Kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//66 menade//VB|PRT|AKT//parataxis//42 att//SN//mark//75 en//DT|UTR|SIN|IND//det//71 så//AB//advmod//70 stor//JJ|POS|UTR|SIN|IND|NOM//amod//71 skillnad//NN|UTR|SIN|IND|NOM//nsubj//75 mellan//PP//case//73 skattesatserna//NN|UTR|PLU|DEF|NOM//nmod//71 skulle//VB|PRT|AKT//aux//75 göra//VB|INF|AKT//ccomp//66 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//75 svårt//JJ|POS|NEU|SIN|IND|NOM//xcomp//75 att//IE//mark//79 ta//VB|INF|AKT//acl//77 bort//PL//compound:prt//79 de//DT|UTR/NEU|PLU|DEF//det//83 skattemässiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//83 gränserna//NN|UTR|PLU|DEF|NOM//obj//79 (//PAD//punct//83 skapandet//NN|NEU|SIN|DEF|NOM//appos//83 av//PP//case//89 den//DT|UTR|SIN|DEF//det//89 inre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//89 marknaden//NN|UTR|SIN|DEF|NOM//nmod//85 )//PAD//punct//85 utan//PP//case//94 allvarliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//94 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//94 konsekvenser//NN|UTR|PLU|IND|NOM//conj//85 .//MAD//punct//42
Vissa EG-relaterade frågor ;Samma//DT|UTR/NEU|SIN/PLU|IND//det//1 dag//NN|UTR|SIN|IND|NOM//obl//6 som//HA//obl//4 kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//4 lämnade//VB|PRT|AKT//acl:relcl//1 kommunikationen//NN|UTR|SIN|DEF|NOM//obj//4 lämnade//VB|PRT|AKT//ROOT//6 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//6 även//AB//advmod//6 ett//DT|NEU|SIN|IND//det//10 förslag//NN|NEU|SIN|IND|NOM//obj//6 på//PP//case//13 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 regler//NN|UTR|PLU|IND|NOM//nmod//10 genom//PP//case//15 Final//PM|NOM//nmod//13 Proposal//PM|NOM//flat//15 for//PM|NOM//conj//6 a//PM|NOM//case//19 Council//PM|NOM//nmod:poss//21 Directive//PM|NOM//flat//19 completing//PM|NOM//nsubj//6 the//UO//det//24 common//UO//amod//24 system//UO//obj//6 of//UO//case//26 value//UO//nmod//24 added//UO//advmod//6 tax//UO//obj//6 and//UO//cc//31 amending//UO//nmod//31 Directive//PM|NOM//conj//6 77/388//RG|NOM//flat//31 ///MID//cc//34 EEC//PM|NOM//conj//31 –//PM|NOM//punct//31 Approximation//PM|NOM//nsubj//39 of//UO//case//38 VAT//UO//nmod//36 rates//UO//conj//6 ,//MID//punct//39 COM(87)321//AB|AN//conj//39 .//MAD//punct//6
Vissa EG-relaterade frågor ;Kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//44 menade//VB|PRT|AKT//parataxis//6 att//SN//mark//53 närmandet//NN|NEU|SIN|DEF|NOM//nsubj//53 av//PP//case//49 medlemsstaternas//NN|UTR|PLU|DEF|GEN//nmod:poss//49 skattesatser//NN|UTR|PLU|IND|NOM//nmod//46 var//VB|PRT|AKT//cop//53 ett//DT|NEU|SIN|IND//det//53 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//amod//53 steg//NN|NEU|SIN|IND|NOM//ccomp//44 för//PP//mark//56 att//IE//mark//56 uppnå//VB|INF|AKT//advcl//53 en//DT|UTR|SIN|IND//det//59 inre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//59 marknad//NN|UTR|SIN|IND|NOM//obj//56 .//MAD//punct//6
Vissa EG-relaterade frågor ;Kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//62 såg//VB|PRT|AKT//parataxis//6 tre//RG|NOM//nummod//65 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//65 frågeställningar//NN|UTR|PLU|IND|NOM//obj//62 med//PP//case//67 arbetet//NN|NEU|SIN|DEF|NOM//nmod//65 .//MAD//punct//6
Vissa EG-relaterade frågor ;Den//DT|UTR|SIN|DEF//det//70 första//RO|NOM//appos//6 var//VB|PRT|AKT//cop//72 frågan//NN|UTR|SIN|DEF|NOM//nsubj//70 om//PP//mark//80 hur//HA//advmod//80 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 skattesatser//NN|UTR|PLU|IND|NOM//nsubj:pass//80 som//HP|-|-|-//nsubj:pass//80 skulle//VB|PRT|AKT//aux//80 få//VB|INF|AKT//aux//80 tillämpas//VB|INF|SFO//acl//72 .//MAD//punct//70
Vissa EG-relaterade frågor ;Den//DT|UTR|SIN|DEF//det//83 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//nsubj//86 var//VB|PRT|AKT//cop//86 vilken//HD|UTR|SIN|IND//det//86 nivå//NN|UTR|SIN|IND|NOM//conj//70 skattesatserna//NN|UTR|PLU|DEF|NOM//nsubj//89 skulle//VB|PRT|AKT//aux//89 ligga//VB|INF|AKT//acl:relcl//86 på//PL//compound:prt//89 och//KN//cc//93 den//DT|UTR|SIN|DEF//det//93 tredje//RO|NOM//conj//86 var//VB|PRT|AKT//cop//95 urvalet//NN|NEU|SIN|DEF|NOM//nsubj//70 av//PP//case//97 produkter//NN|UTR|PLU|IND|NOM//nmod//95 som//HP|-|-|-//nsubj:pass//100 skulle//VB|PRT|AKT//aux//100 beskattas//VB|INF|SFO//acl:relcl//95 med//PP//case//104 de//DT|UTR/NEU|PLU|DEF//det//104 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//104 skattesatserna//NN|UTR|PLU|DEF|NOM//obl//100 .//MAD//punct//6
Vissa EG-relaterade frågor ;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//2 kan//VB|PRS|AKT//aux//2 konstateras//VB|INF|SFO//ROOT//2 att//SN//mark//14 de//DT|UTR/NEU|PLU|DEF//det//5 problem//NN|NEU|PLU|IND|NOM//nsubj//14 som//HP|-|-|-//obj//11 kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//11 då//AB//advmod//11 hade//VB|PRT|AKT//aux//11 att//IE//mark//11 brottas//VB|INF|SFO//acl:relcl//5 med//PP//case//11 inte//AB//advmod//14 skiljer//VB|PRS|AKT//ccomp//2 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//14 så//AB//advmod//17 mycket//AB|POS//advmod//14 åt//PL//compound:prt//14 från//PP//case//21 de//DT|UTR/NEU|PLU|DEF//det//21 problem//NN|NEU|PLU|IND|NOM//obl//14 som//HP|-|-|-//obl//25 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//25 nu//AB//advmod//25 tittar//VB|PRS|AKT//acl:relcl//21 på//PL//case//22 .//MAD//punct//2
Vissa EG-relaterade frågor ;Kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//1 ansåg//VB|PRT|AKT//ROOT//1 att//SN//mark//7 teoretiskt//AB|POS//advmod//7 borde//VB|PRT|AKT//aux//7 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//7 vara//VB|INF|AKT//cop//7 enklast//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//ccomp//1 att//IE//mark//9 tillämpa//VB|INF|AKT//csubj//7 moms//NN|UTR|SIN|IND|NOM//obj//9 om//SN//mark//14 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//14 endast//AB//advmod//14 fanns//VB|PRT|SFO//advcl//9 en//DT|UTR|SIN|IND//det//16 skattesats//NN|UTR|SIN|IND|NOM//nsubj//14 .//MAD//punct//1
Vissa EG-relaterade frågor ;Med//PP//mark//26 hänsyn//NN|UTR|SIN|IND|NOM//fixed//18 till//PP//fixed//18 att//IE//mark//26 i//PP//case//23 princip//NN|UTR|SIN|IND|NOM//obl//25 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//25 länder//NN|NEU|PLU|IND|NOM//nsubj//26 tillämpade//VB|PRT|AKT//advcl//31 fler//PN|UTR/NEU|PLU|IND|SUB/OBJ//advmod//26 än//KN//fixed//27 en//DT|UTR|SIN|IND//det//30 skattesats//NN|UTR|SIN|IND|NOM//obl//26 valde//VB|PRT|AKT//conj//1 dock//AB//advmod//31 kommissionen//NN|UTR|SIN|DEF|NOM//obj//31 att//IE//mark//35 föreslå//VB|INF|AKT//acl//33 en//DT|UTR|SIN|IND//det//37 normalskattesats//NN|UTR|SIN|IND|NOM//obj//35 och//KN//cc//41 en//DT|UTR|SIN|IND//det//41 reducerad//PC|PRF|UTR|SIN|IND|NOM//amod//41 skattesats//NN|UTR|SIN|IND|NOM//conj//37 .//MAD//punct//31
Vissa EG-relaterade frågor ;Normalskattesatsen//NN|UTR|SIN|DEF|NOM//nsubj//45 skulle//VB|PRT|AKT//aux//45 ligga//VB|INF|AKT//parataxis//31 på//PP//compound:prt//45 mellan//PP//case//48 14//RG|NOM//nummod//51 och//KN//cc//48 20//RG|NOM//nummod//48 procent//NN|UTR|PLU|IND|NOM//obl//57 och//KN//cc//55 den//DT|UTR|SIN|DEF//det//55 reducerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//55 skattesatsen//NN|UTR|SIN|DEF|NOM//nsubj//57 skulle//VB|PRT|AKT//aux//57 ligga//VB|INF|AKT//advcl//45 på//PP//compound:prt//57 mellan//PP//case//63 4//RG|NOM//nummod//63 och//KN//cc//60 9//RG|NOM//nummod//60 procent//NN|UTR|PLU|IND|NOM//obl//57 .//MAD//punct//31
Vissa EG-relaterade frågor ;Den//DT|UTR|SIN|DEF//det//2 reducerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//2 skattesatsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//6 skulle//VB|PRT|AKT//aux//6 dock//AB//advmod//6 enbart//AB//advmod//6 tillämpas//VB|INF|SFO//ROOT//6 för//PP//case//11 ett//DT|NEU|SIN|IND//det//10 begränsat//PC|PRF|NEU|SIN|IND|NOM//amod//10 antal//NN|NEU|SIN|IND|NOM//nmod//11 produkter//NN|UTR|PLU|IND|NOM//obl//6 och//KN//cc//13 tjänster//NN|UTR|PLU|IND|NOM//conj//11 .//MAD//punct//6
Vissa EG-relaterade frågor ;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//17 måste//VB|PRS|AKT//aux//17 noteras//VB|INF|SFO//parataxis//6 att//SN//mark//20 förslaget//NN|NEU|SIN|DEF|NOM//nsubj//20 innebar//VB|PRT|AKT//advcl//17 att//SN//mark//25 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//25 skulle//VB|PRT|AKT//aux//25 vara//VB|INF|AKT//cop//25 obligatoriskt//JJ|POS|NEU|SIN|IND|NOM//ccomp//20 såväl//KN//mark//28 att//IE//mark//28 tillämpa//VB|INF|AKT//advcl//25 en//DT|UTR|SIN|IND//det//31 reducerad//PC|PRF|UTR|SIN|IND|NOM//amod//31 skattesats//NN|UTR|SIN|IND|NOM//obj//28 som//KN//mark//34 att//IE//mark//34 tillämpa//VB|INF|AKT//acl//31 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//34 på//PP//case//38 de//DT|UTR/NEU|PLU|DEF//det//38 produkter//NN|UTR|PLU|IND|NOM//obl//34 som//HP|-|-|-//nsubj:pass//40 räknades//VB|PRT|SFO//acl:relcl//38 upp//PL//compound:prt//40 i//PP//case//43 förslaget//NN|NEU|SIN|DEF|NOM//obl//40 .//MID//punct//17
Vissa EG-relaterade frågor ;Följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//46 produkter//NN|UTR|PLU|IND|NOM//nsubj:pass//47 föreslogs//VB|PRT|SFO//parataxis//17 bli//VB|INF|AKT//aux:pass//49 beskattade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//47 med//PP//case//52 reducerad//PC|PRF|UTR|SIN|IND|NOM//amod//52 skattesats//NN|UTR|SIN|IND|NOM//obl//49 ://MAD//punct//17
Vissa EG-relaterade frågor ;livsmedel//NN|NEU|SIN|IND|NOM//ROOT//0 ,//MID//punct//4 exklusive//AB//amod//4 alkoholhaltiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 drycker//NN|UTR|PLU|IND|NOM//conj//0
Vissa EG-relaterade frågor ;energiprodukter//NN|UTR|PLU|IND|NOM//ROOT//0 för//PP//case//2 uppvärmning//NN|UTR|SIN|IND|NOM//nmod//0 och//KN//cc//4 belysning//NN|UTR|SIN|IND|NOM//conj//2
Vissa EG-relaterade frågor ;tillhandahållande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//0 av//PP//case//2 vatten//NN|NEU|SIN|IND|NOM//obl//0
Vissa EG-relaterade frågor ;mediciner//NN|UTR|PLU|IND|NOM//ROOT//0
Vissa EG-relaterade frågor ;böcker//NN|UTR|PLU|IND|NOM//ROOT//0 ,//MID//punct//2 dagstidningar//NN|UTR|PLU|IND|NOM//conj//0 och//KN//cc//4 tidskrifter//NN|UTR|PLU|IND|NOM//conj//0
Vissa EG-relaterade frågor ;passagerartransport//NN|UTR|SIN|IND|NOM//ROOT//0
Vissa EG-relaterade frågor ;I//PP//case//1 motiveringen//NN|UTR|SIN|DEF|NOM//obl//4 till//PP//case//3 förslaget//NN|NEU|SIN|DEF|NOM//nmod//1 uttalade//PC|PRF|UTR/NEU|SIN|DEF|NOM//ROOT//4 kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//4 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//4 om//PP//case//8 urvalet//NN|NEU|SIN|DEF|NOM//obl//4 av//PP//case//10 produkter//NN|UTR|PLU|IND|NOM//nmod//8 ://MAD//punct//4
Vissa EG-relaterade frågor ;Kommissionens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//5 skall//VB|PRS|AKT//aux//5 som//HP|-|-|-//nsubj//4 framgått//VB|SUP|AKT//advcl//5 ses//VB|INF|SFO//ROOT//5 i//PP//case//7 ljuset//NN|NEU|SIN|DEF|NOM//obl//5 av//PP//mark//14 att//SN//mark//14 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//14 under//PP//case//13 denna//DT|UTR|SIN|DEF//det//13 period//NN|UTR|SIN|IND|NOM//obl//14 pågick//VB|PRT|AKT//advcl//5 ett//DT|NEU|SIN|IND//det//17 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 arbete//NN|NEU|SIN|IND|NOM//nsubj//14 att//IE//mark//19 skapa//VB|INF|AKT//acl//17 den//DT|UTR|SIN|DEF//det//22 inre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 marknad//NN|UTR|SIN|IND|NOM//obj//19 som//HP|-|-|-//obl//25 fördraget//NN|NEU|SIN|DEF|NOM//nsubj//25 ställt//VB|SUP|AKT//acl:relcl//22 upp//PL//compound:prt//25 som//KN//case//28 mål//NN|NEU|SIN|IND|NOM//obl//25 att//IE//mark//30 nå//VB|INF|AKT//advcl//25 till//PP//compound:prt//30 den//DT|UTR|SIN|DEF//det//34 31//RG|NOM//nummod//34 december//NN|UTR|SIN|IND|NOM//obl//30 1992//RG|NOM//nummod//34 .//MAD//punct//5
Vissa EG-relaterade frågor ;Redan//AB//advmod//38 1989//RG|NOM//nummod//39 stod//VB|PRT|AKT//parataxis//5 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//39 dock//AB//advmod//39 klart//JJ|POS|NEU|SIN|IND|NOM//xcomp//39 att//SN//mark//48 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//48 inte//AB//advmod//48 skulle//VB|PRT|AKT//aux//48 vara//VB|INF|AKT//cop//48 möjligt//JJ|POS|NEU|SIN|IND|NOM//acl//42 att//IE//mark//50 införa//VB|INF|AKT//csubj//48 ett//DT|NEU|SIN|IND//det//52 system//NN|NEU|SIN|IND|NOM//obj//50 med//PP//case//54 beskattning//NN|UTR|SIN|IND|NOM//nmod//52 i//PP//case//56 ursprungslandet//NN|NEU|SIN|DEF|NOM//nmod//54 som//HP|-|-|-//nsubj//59 var//VB|PRT|AKT//cop//59 avsikten//NN|UTR|SIN|DEF|NOM//acl:relcl//52 .//MAD//punct//39
Vissa EG-relaterade frågor ;Att//IE//mark//62 harmonisera//VB|INF|AKT//csubj//65 skattesatserna//NN|UTR|PLU|DEF|NOM//obj//62 hade//VB|PRT|AKT//aux//65 ansetts//VB|SUP|SFO//conj//39 vara//VB|INF|AKT//cop//68 mycket//AB|POS//advmod//68 angeläget//JJ|POS|NEU|SIN|IND|NOM//xcomp//65 i//PP//case//71 ett//DT|NEU|SIN|IND//det//71 system//NN|NEU|SIN|IND|NOM//nmod//68 där//HA//advmod//74 ursprungsprincipen//NN|NEU|PLU|DEF|NOM//nsubj:pass//74 tillämpades//VB|PRT|SFO//acl:relcl//71 .//MAD//punct//39
Vissa EG-relaterade frågor ;För//PP//case//79 en//DT|UTR|SIN|IND//det//79 utförlig//JJ|POS|UTR|SIN|IND|NOM//amod//79 beskrivning//NN|UTR|SIN|IND|NOM//obl//39 av//PP//case//83 de//DT|UTR/NEU|PLU|DEF//det//83 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//83 rapporter//NN|UTR|PLU|IND|NOM//nmod//79 och//KN//cc//85 förslag//NN|NEU|PLU|IND|NOM//conj//83 som//HP|-|-|-//nsubj:pass//87 lämnades//VB|PRT|SFO//acl:relcl//85 samt//KN//cc//90 en//DT|UTR|SIN|IND//det//90 redogörelse//NN|UTR|SIN|IND|NOM//conj//87 för//PP//case//92 händelseförloppet//NN|NEU|SIN|DEF|NOM//nmod//90 i//PP//advmod//90 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//93 under//PP//case//96 perioden//NN|UTR|SIN|DEF|NOM//nmod//90 fram//AB//advmod//102 till//AB//case//102 och//KN//fixed//98 med//AB//fixed//98 direktiv//NN|NEU|SIN|IND|NOM//amod//102 92/77//RG|NOM//obl//87 ///MID//cc//104 EEG//NN|AN//conj//102 beslutades//VB|PRT|SFO//amod//79 hänvisas//VB|PRS|SFO//xcomp//105 till//PP//case//108 Terra//PM|NOM//obl//106 ///MID//cc//110 Kajus//PM|NOM//conj//108 (//PAD//punct//112 Terra//PM|NOM//appos//108 ///MID//cc//114 Kajus//PM|NOM//conj//112 1993-//RG|SMS//conj//112 ,//MID//punct//117 volym//NN|UTR|SIN|IND|NOM//conj//112 3//RG|NOM//nummod//119 part//NN|UTR|SIN|IND|NOM//conj//112 2//RG|NOM//nummod//112 )//PAD//punct//108 .//MAD//punct//5
Vissa EG-relaterade frågor ;Direktiv//NN|NEU|PLU|IND|NOM//advmod//1 92/77//RG|NOM//ROOT//1 ///MID//cc//3 EEG//NN|AN//conj//1 (//PAD//punct//1 beslut//NN|NEU|SIN|IND|NOM//appos//1 den//DT|UTR|SIN|DEF//det//8 19//RG|NOM//nummod//8 oktober//NN|UTR|SIN|IND|NOM//nmod//5 1992//RG|NOM//nummod//8 )//PAD//punct//1
Vissa EG-relaterade frågor ;Den//DT|UTR|SIN|DEF//det//2 19//RG|NOM//nummod//2 oktober//NN|UTR|SIN|IND|NOM//obl//4 1992//RG|NOM//nummod//2 beslutade//VB|PRT|AKT//ROOT//4 rådet//NN|NEU|SIN|DEF|NOM//nsubj//4 slutligen//AB//mark//8 att//IE//mark//8 anta//VB|INF|AKT//advcl//4 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 regler//NN|UTR|PLU|IND|NOM//obj//8 om//PP//case//12 skattesatser//NN|UTR|PLU|IND|NOM//nmod//10 .//MAD//punct//4
Vissa EG-relaterade frågor ;Till//PP//advmod//18 skillnad//NN|UTR|SIN|IND|NOM//fixed//14 mot//PP//case//18 det//DT|NEU|SIN|DEF//det//18 förslag//NN|NEU|SIN|IND|NOM//obl//24 som//HP|-|-|-//nsubj:pass//20 lämnades//VB|PRT|SFO//acl:relcl//18 av//PP//case//22 kommissionen//NN|UTR|SIN|DEF|NOM//obl:agent//20 1987//RG|NOM//nummod//18 innehöll//VB|PRT|AKT//conj//4 det//DT|NEU|SIN|DEF//det//27 slutliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//27 direktivet//NN|NEU|SIN|DEF|NOM//nsubj//24 inte//AB//advmod//24 någon//DT|UTR|SIN|IND//det//30 regel//NN|UTR|SIN|IND|NOM//obj//24 om//PP//case//32 maximiskattesatser//NN|UTR|PLU|IND|NOM//obl//24 utan//KN//cc//36 enbart//AB//advmod//36 om//PP//case//36 minimiskattesatser//NN|UTR|PLU|IND|NOM//conj//32 .//MID//punct//4
