Sammanfattning;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//6 om//PP//case//4 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 personalförsörjning//NN|UTR|SIN|IND|NOM//nmod//0 har//VB|PRS|AKT//aux//6 haft//VB|SUP|AKT//ROOT//6 som//KN//mark//8 uppdrag//NN|NEU|SIN|IND|NOM//xcomp//6 att//IE//mark//10 se//VB|INF|AKT//acl//8 över//PL//compound:prt//10 och//KN//cc//13 föreslå//VB|INF|AKT//conj//10 de//DT|UTR/NEU|PLU|DEF//det//15 åtgärder//NN|UTR|PLU|IND|NOM//obj//13 som//HP|-|-|-//nsubj:pass//17 behövs//VB|PRS|SFO//acl:relcl//15 för//PP//mark//21 att//IE//mark//21 kunna//VB|INF|AKT//aux//21 anpassa//VB|INF|AKT//advcl//17 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//23 personalförsörjning//NN|UTR|SIN|IND|NOM//obj//21 till//PP//case//27 myndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 uppgifter//NN|UTR|PLU|IND|NOM//obl//21 och//KN//cc//29 behov//NN|NEU|PLU|IND|NOM//conj//27 .//MAD//punct//6
Rekrytering;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 bedömer//VB|PRS|AKT//ROOT//1 att//SN//mark//6 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//6 kommer//VB|PRS|AKT//aux//6 att//IE//mark//6 behöva//VB|INF|AKT//ccomp//1 göra//VB|INF|AKT//xcomp//6 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//9 ansträngningar//NN|UTR|PLU|IND|NOM//obj//7 för//PP//mark//12 att//IE//mark//12 rekrytera//VB|INF|AKT//advcl//7 kvinnor//NN|UTR|PLU|IND|NOM//obj//12 och//KN//cc//16 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 grupper//NN|UTR|PLU|IND|NOM//conj//13 som//HP|-|-|-//nsubj//20 tidigare//AB|KOM//advmod//20 varit//VB|SUP|AKT//cop//20 underrepresenterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//16 i//PP//case//22 myndigheten//NN|UTR|SIN|DEF|NOM//obl//20 .//MAD//punct//1
Rekrytering;Vidare//AB|KOM//advmod//1 bedömer//VB|PRS|AKT//ROOT//1 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 att//SN//mark//6 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//6 bör//VB|PRS|AKT//aux//6 erbjuda//VB|INF|AKT//ccomp//1 arbetsplatsförlagt//PC|PRF|NEU|SIN|IND|NOM//amod//8 lärande//NN|NEU|SIN|IND|NOM//obj//6 till//PP//case//11 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//11 yrkeskategorier//NN|UTR|PLU|IND|NOM//obl//8 .//MAD//punct//1
Rekrytering;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//6 Arbetsförmedlingen//NN|UTR|SIN|DEF|NOM//nsubj//6 inte//AB//advmod//6 ska//VB|PRS|AKT//aux//6 få//VB|INF|AKT//ccomp//1 anvisa//VB|INF|AKT//xcomp//6 anställningar//NN|UTR|PLU|IND|NOM//obj//7 i//PP//case//10 Försvarsmakten//NN|UTR|SIN|DEF|NOM//obl//7 som//HP|-|-|-//nsubj//12 innebär//VB|PRS|AKT//acl:relcl//10 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//14 arbetsskyldighet//NN|UTR|SIN|IND|NOM//obj//12 .//MAD//punct//1

Information om Försvarsmakten;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 bedömer//VB|PRS|AKT//ROOT//1 att//SN//mark//5 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//5 bör//VB|PRS|AKT//aux//5 erbjuda//VB|INF|AKT//ccomp//1 riktade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//5 utbildningar//NN|UTR|PLU|IND|NOM//obj//6 om//PP//case//11 det//DT|NEU|SIN|DEF//det//11 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//11 totalförsvaret//NN|NEU|SIN|DEF|NOM//nmod//7 och//KN//cc//14 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//14 roll//NN|UTR|SIN|IND|NOM//conj//11 i//PP//case//16 samhället//NN|NEU|SIN|DEF|NOM//nmod//14 till//PP//case//18 elever//NN|UTR|PLU|IND|NOM//nmod//14 och//KN//cc//20 lärare//NN|UTR|PLU|IND|NOM//conj//18 i//PP//case//22 gymnasieskolan//NN|UTR|SIN|DEF|NOM//nmod//20 .//MAD//punct//1

Information, stöd och kommunikation;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 bedömer//VB|PRS|AKT//ROOT//1 att//SN//mark//5 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//5 bör//VB|PRS|AKT//aux//5 utveckla//VB|INF|AKT//ccomp//1 formerna//NN|UTR|PLU|DEF|NOM//obj//5 för//PP//case//10 en//DT|UTR|SIN|IND//det//10 kontinuerlig//JJ|POS|UTR|SIN|IND|NOM//amod//10 dialog//NN|UTR|SIN|IND|NOM//nmod//6 med//PP//case//15 den//DT|UTR|SIN|DEF//det//15 tidvis//AB//advmod//14 tjänstgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 personalen//NN|UTR|SIN|DEF|NOM//nmod//10 och//KN//cc//18 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 nyckelpersoner//NN|UTR|PLU|IND|NOM//conj//15 .//MAD//punct//1
Information, stöd och kommunikation;Vidare//AB|KOM//advmod//21 bedömer//VB|PRS|AKT//parataxis//1 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//21 att//SN//mark//26 ett//DT|NEU|SIN|IND//det//26 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//26 informationsstöd//NN|NEU|SIN|IND|NOM//nsubj:pass//32 i//PP//case//30 samband//NN|NEU|SIN|IND|NOM//fixed//27 med//PP//fixed//27 tjänstgöring//NN|UTR|SIN|IND|NOM//obl//26 bör//VB|PRS|AKT//aux//32 tas//VB|INF|SFO//advcl//21 fram//PL//compound:prt//32 .//MAD//punct//21

Premier;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 bedömer//VB|PRS|AKT//ROOT//1 att//SN//mark//5 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//5 kan//VB|PRS|AKT//aux//5 överväga//VB|INF|AKT//ccomp//1 premier//NN|UTR|PLU|IND|NOM//obj//5 för//PP//case//11 genomförda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//11 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 militära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 insatser//NN|UTR|PLU|IND|NOM//obl//5 och//KN//cc//15 efter//PP//advmod//14 fullgjort//PC|PRF|NEU|SIN|IND|NOM//amod//15 anställningsavtal//NN|NEU|SIN|IND|NOM//conj//11 .//MAD//punct//1
Premier;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//21 är//VB|PRS|AKT//cop//21 dock//AB//advmod//21 en//DT|UTR|SIN|IND//det//21 fråga//NN|UTR|SIN|IND|NOM//parataxis//1 för//PP//case//23 parterna//NN|UTR|PLU|DEF|NOM//nmod//21 på//PP//case//27 det//DT|NEU|SIN|DEF//det//27 statliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//27 avtalsområdet//NN|NEU|SIN|DEF|NOM//obl//21 att//IE//mark//29 besluta//VB|INF|AKT//acl//27 inom//PP//case//33 ramen//NN|UTR|SIN|DEF|NOM//fixed//30 för//PP//fixed//30 lönestrukturen//NN|UTR|SIN|DEF|NOM//obl//29 .//MAD//punct//21

Arbetsgivarrelationer;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//9 en//DT|UTR|SIN|IND//det//5 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//5 funktion//NN|UTR|SIN|IND|NOM//nsubj:pass//9 för//PP//case//7 arbetsgivarrelationer//NN|UTR|PLU|IND|NOM//nmod//5 ska//VB|PRS|AKT//aux//9 inrättas//VB|INF|SFO//ccomp//1 centralt//AB|POS//advmod//9 i//PP//case//12 Försvarsmakten//NN|UTR|SIN|DEF|NOM//obl//9 .//MAD//punct//1
Arbetsgivarrelationer;Funktionen//NN|UTR|SIN|DEF|NOM//nsubj//16 ska//VB|PRS|AKT//aux//16 arbeta//VB|INF|AKT//parataxis//1 strategiskt//AB|POS//advmod//16 med//PP//case//19 utveckling//NN|UTR|SIN|IND|NOM//obl//16 av//PP//case//21 kontakterna//NN|UTR|PLU|DEF|NOM//nmod//19 mellan//PP//case//23 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//21 och//KN//cc//27 de//DT|UTR/NEU|PLU|DEF//det//27 civila//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 arbetsgivarna//NN|UTR|PLU|DEF|NOM//conj//23 .//MAD//punct//16

Ansvar för uppföljning och stöd till enskilda arbetstagare;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 bedömer//VB|PRS|AKT//ROOT//1 att//SN//mark//5 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//5 bör//VB|PRS|AKT//aux//5 ha//VB|INF|AKT//ccomp//1 en//DT|UTR|SIN|IND//det//8 kontinuerlig//JJ|POS|UTR|SIN|IND|NOM//amod//8 dialog//NN|UTR|SIN|IND|NOM//obj//5 med//PP//case//12 de//DT|UTR/NEU|PLU|DEF//det//12 civila//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 arbetsgivarna//NN|UTR|PLU|DEF|NOM//obl//5 och//KN//cc//15 aktivt//AB|POS//advmod//15 stötta//VB|INF|AKT//conj//5 med//PP//case//17 insatser//NN|UTR|PLU|IND|NOM//obl//15 som//HP|-|-|-//nsubj//20 är//VB|PRS|AKT//cop//20 nödvändiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//17 för//PP//mark//23 att//IE//mark//23 ta//VB|INF|AKT//advcl//20 om//PL//compound:prt//23 hand//NN|UTR|SIN|IND|NOM//obj//23 och//KN//cc//27 rehabilitera//VB|INF|AKT//conj//23 arbetstagare//NN|UTR|PLU|IND|NOM//obj//27 som//HP|-|-|-//nsubj//30 fått//VB|SUP|AKT//acl:relcl//28 fysiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 eller//KN//cc//33 psykiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//31 besvär//NN|NEU|PLU|IND|NOM//obj//30 av//PP//case//36 tjänstgöringen//NN|UTR|SIN|DEF|NOM//nmod//34 i//PP//case//40 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 militära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 insatser//NN|UTR|PLU|IND|NOM//nmod//36 .//MAD//punct//1

Civilt meritvärde;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//5 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//5 bör//VB|PRS|AKT//aux//5 inrätta//VB|INF|AKT//ccomp//1 en//DT|UTR|SIN|IND//det//9 centralt//AB|POS//advmod//8 placerad//PC|PRF|UTR|SIN|IND|NOM//amod//9 funktion//NN|UTR|SIN|IND|NOM//obj//5 för//PP//case//11 meritbedömning//NN|UTR|SIN|IND|NOM//obl//5 och//KN//cc//13 certifiering//NN|UTR|SIN|IND|NOM//conj//11 av//PP//case//15 erfarenheter//NN|UTR|PLU|IND|NOM//nmod//13 och//KN//cc//17 genomförd//PC|PRF|UTR|SIN|IND|NOM//amod//18 utbildning//NN|UTR|SIN|IND|NOM//obl//5 .//MAD//punct//18
Civilt meritvärde;Arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//28 med//PP//mark//23 att//IE//mark//23 utveckla//VB|INF|AKT//acl//20 personalens//NN|UTR|SIN|DEF|GEN//nmod:poss//26 civila//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//26 meritvärde//NN|NEU|SIN|IND|NOM//obj//23 bör//VB|PRS|AKT//aux//28 göras//VB|INF|SFO//conj//1 i//PP//case//31 nära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//31 samarbete//NN|NEU|SIN|IND|NOM//obl//28 med//PP//case//34 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 aktörer//NN|UTR|PLU|IND|NOM//nmod//31 på//PP//case//38 den//DT|UTR|SIN|DEF//det//38 civila//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//38 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//nmod//34 och//KN//cc//40 utbildningsväsendet//NN|NEU|SIN|DEF|NOM//conj//38 .//MAD//punct//1

Karriärväxling;Vidare//AB|KOM//advmod//1 föreslås//VB|PRS|SFO//ROOT//1 att//SN//mark//4 kontinuerligt//AB|POS//advmod//4 tjänstgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 gruppbefäl//NN|NEU|SIN|IND|NOM//nsubj//11 ,//MID//punct//7 soldater//NN|UTR|PLU|IND|NOM//conj//5 och//KN//cc//9 sjömän//NN|UTR|PLU|IND|NOM//conj//5 bör//VB|PRS|AKT//aux//11 ha//VB|INF|AKT//parataxis//1 rätt//PL//obj//11 att//IE//mark//21 i//PP//case//15 samverkan//NN|UTR|SIN|IND|NOM//obl//21 med//PP//case//17 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//15 tidigt//AB|POS//advmod//20 under//PP//case//20 anställningen//NN|UTR|SIN|DEF|NOM//obl//21 upprätta//VB|INF|AKT//acl//12 en//DT|UTR|SIN|IND//det//24 individuell//JJ|POS|UTR|SIN|IND|NOM//amod//24 karriärväxlingsplan//NN|UTR|SIN|IND|NOM//obj//21 .//MAD//punct//1
Karriärväxling;Planen//NN|UTR|SIN|DEF|NOM//nsubj//28 bör//VB|PRS|AKT//aux//28 innehålla//VB|INF|AKT//parataxis//1 insatser//NN|UTR|PLU|IND|NOM//obj//28 i//PP//case//31 slutet//NN|NEU|SIN|DEF|NOM//nmod//29 på//PP//case//33 anställningen//NN|UTR|SIN|DEF|NOM//nmod//31 som//HP|-|-|-//nsubj//35 förbereder//VB|PRS|AKT//acl:relcl//33 individen//NN|UTR|SIN|DEF|NOM//obj//35 för//PP//case//40 en//DT|UTR|SIN|IND//det//40 civil//JJ|POS|UTR|SIN|IND|NOM//amod//40 karriär//NN|UTR|SIN|IND|NOM//obl//35 .//MAD//punct//1

Kostnader och konsekvenser;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 gör//VB|PRS|AKT//ROOT//1 bedömningen//NN|UTR|SIN|DEF|NOM//obj//1 att//SN//mark//10 kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj:pass//10 för//PP//case//7 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 förslag//NN|NEU|SIN|IND|NOM//nmod//4 kommer//VB|PRS|AKT//aux//10 att//IE//mark//10 rymmas//VB|INF|SFO//ccomp//1 inom//PP//case//13 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 budgetramar//NN|UTR|PLU|IND|NOM//obl//10 för//PP//case//15 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//13 baserat//PC|PRF|NEU|SIN|IND|NOM//conj//1 på//PP//case//20 den//DT|UTR|SIN|DEF//det//20 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//20 planering//NN|UTR|SIN|IND|NOM//obl//16 som//HP|-|-|-//nsubj//22 låg//VB|PRT|AKT//acl:relcl//20 till//PP//case//27 grund//NN|UTR|SIN|IND|NOM//fixed//23 för//PP//fixed//23 riksdagens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 beslut//NN|NEU|SIN|IND|NOM//obl//22 våren//NN|UTR|SIN|DEF|NOM//nmod//29 2009//RG|NOM//nmod//27 (//PAD//punct//29 prop//NN|UTR|SIN|IND|NOM//appos//29 .//MAD//punct//29
Kostnader och konsekvenser;2008/09:140//RG|NOM//obl//1 ,//MID//punct//33 bet//VB|PRT|AKT//conj//33 .//MAD//punct//33
Kostnader och konsekvenser;2008/09//RG|NOM//obl//1 ://MID//punct//37
Kostnader och konsekvenser;FöU10//PM|NOM//appos//37 ,//MID//punct//39 rskr//NN|NEU|SIN|IND|NOM//conj//39 .//MID//punct//39
Kostnader och konsekvenser;2008/09:292//RG|NOM//conj//39 )//PAD//punct//39 .//MAD//punct//48
Kostnader och konsekvenser;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//47 förslag//NN|NEU|SIN|IND|NOM//nsubj//48 föranleder//VB|PRS|AKT//parataxis//1 således//AB//advmod//48 ingen//DT|UTR|SIN|IND//det//52 ändrad//PC|PRF|UTR|SIN|IND|NOM//amod//52 bedömning//NN|UTR|SIN|IND|NOM//obj//48 av//PP//case//56 den//DT|UTR|SIN|DEF//det//56 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//56 planeringen//NN|UTR|SIN|DEF|NOM//nmod//52 .//MAD//punct//1
Kostnader och konsekvenser;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//62 vill//VB|PRS|AKT//aux//62 dock//AB//advmod//62 särskilt//AB//advmod//62 erinra//VB|INF|AKT//parataxis//1 om//PP//compound:prt//62 att//SN//mark//67 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//67 är//VB|PRS|AKT//cop//67 svårt//JJ|POS|NEU|SIN|IND|NOM//ccomp//62 att//IE//mark//69 beräkna//VB|INF|AKT//csubj//67 de//DT|UTR/NEU|PLU|DEF//det//72 sammantagna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//72 omställningskostnaderna//NN|UTR|PLU|DEF|NOM//obj//69 i//PP//case//76 en//DT|UTR|SIN|IND//det//76 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//76 förändring//NN|UTR|SIN|IND|NOM//nmod//72 som//HP|-|-|-//obj//80 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//80 nu//AB//advmod//80 genomgår//VB|PRS|AKT//acl:relcl//76 .//MAD//punct//62

